MONTH,CHANNEL,REGION,SKU_CODE,SKU_CODE_CLEAN,UNITS_SOLD,GROSS_REVENUE,DISCOUNT,AD_SPEND,RETURNS_UNITS,Category,MRP,UNIT_COGS,SKU_MATCH,NET_REVENUE,GROSS_MARGIN_%,ROAS,CM2,RETURN_RATE_%,CHANNEL_CLEAN,MONTH_CLEAN
Apr-25,Zepto,South,BEC-KT-001,BEC-KT-001,203,32480,1812.37,3642.01,9,Kitchen Towel,160,78,MATCH,30667.63,48.37%,8.92,11191.62,4.43%,Zepto,Apr-25
Jan-24,Swiggy Instamart,South,BEC-KT-002,BEC-KT-002,97,40740,5130.58,3643.16,4,Kitchen Towel,420,205,MATCH,35609.42,44.16%,11.18,12081.26,4.12%,Swiggy Instamart,Jan-24
Apr-25,Flipkart,South,BEC-KT-001,BEC-KT-001,181,28960,1967.52,3643.29,9,Kitchen Towel,160,78,MATCH,26992.48,47.70%,7.95,9231.19,4.97%,Flipkart,Apr-25
Feb-25,Flipkart,North,BEC-TIS-002,BEC-TIS-002,204,36720,8981.06,3643.69,8,Tissues,180,95,MATCH,27738.94,30.13%,10.08,4715.25,3.92%,Flipkart,Feb-25
Nov-24,D2C,North,BEC-CLN-004,BEC-CLN-004,168,16632,1078.98,3648.06,23,Cleaners,99,44,MATCH,15553.02,52.47%,4.56,4512.96,13.69%,D2C,Nov-24
Sep-24,Swiggy Instamart,West,BEC-KT-002,BEC-KT-002,124,52080,2938.55,3649.67,3,Kitchen Towel,420,205,MATCH,49141.45,48.27%,14.27,20071.78,2.42%,Swiggy Instamart,Sep-24
Sep-24,Amazon,West,BEC-BW-002,BEC-BW-002,188,32900,7497.13,3655.13,10,Bake & Wrap,175,92,MATCH,25402.87,31.91%,9.00,4451.74,5.32%,Amazon,Sep-24
Nov-24,Blinkit,South,BEC-KT-002,BEC-KT-002,175,73500,18689.52,3656.51,4,Kitchen Towel,420,205,MATCH,54810.48,34.55%,20.10,15278.97,2.29%,Blinkit,Nov-24
Feb-24,Flipkart,North,BEC-TIS-002,BEC-TIS-002,188,33840,8226.06,3661.46,8,Tissues,180,95,MATCH,25613.94,30.27%,9.24,4092.48,4.26%,Flipkart,Feb-24
Aug-24,Blinkit,South,BEC-TIS-002,BEC-TIS-002,231,41580,12002.55,3663.44,12,Tissues,180,95,MATCH,29577.45,25.80%,11.35,3969.01,5.19%,Blinkit,Aug-24
Feb-24,Flipkart,West,BEC-BW-002,BEC-BW-002,153,26775,1856.36,3664.26,8,Bake & Wrap,175,92,MATCH,24918.64,43.51%,7.31,7178.38,5.23%,Flipkart,Feb-24
Apr-24,Blinkit,North,BEC-GB-002,BEC-GB-002,219,39201,5196.66,3664.82,5,Garbage Bags,179,86,MATCH,34004.34,44.61%,10.70,11505.52,2.28%,Blinkit,Apr-24
Sep-24,Blinkit,North,BEC-CLN-004,BEC-CLN-004,254,25146,7154.63,3674.76,7,Cleaners,99,44,MATCH,17991.37,37.88%,6.84,3140.61,2.76%,Blinkit,Sep-24
Feb-24,Zepto,West,BEC-TIS-001,BEC-TIS-001,367,34865,3538.53,3674.97,19,Tissues,95,42,MATCH,31326.47,50.80%,9.49,12237.5,5.18%,Zepto,Feb-24
Oct-24,Swiggy Instamart,West,BEC-GB-002,BEC-GB-002,181,32399,2451.15,3675.95,4,Garbage Bags,179,86,MATCH,29947.85,48.02%,8.81,10705.9,2.21%,Swiggy Instamart,Oct-24
Dec-24,Amazon,North,BEC-TIS-002,BEC-TIS-002,399,71820,4722.87,3678.38,18,Tissues,180,95,MATCH,67097.13,43.51%,19.52,25513.75,4.51%,Amazon,Dec-24
Aug-24,Swiggy Instamart,West,BEC-CLN-004,BEC-CLN-004,185,18315,2092.45,3683.17,10,Cleaners,99,44,MATCH,16222.55,49.82%,4.97,4399.38,5.41%,Swiggy Instamart,Aug-24
Oct-24,Swiggy Instamart,West,BEC-CLN-004,BEC-CLN-004,180,"17,820",1197.82,3683.69,10,Cleaners,99,44,MATCH,16622.18,52.35%,4.84,5018.49,5.56%,Swiggy Instamart,Oct-24
May-25,Amazon,North,  BEC-TIS-002,BEC-TIS-002,441,79380,15054.13,3689.55,25,Tissues,180,95,MATCH,64325.87,34.87%,21.51,18741.32,5.67%,Amazon,May-25
Jan-25,Amazon ,South,BEC-BW-002,BEC-BW-002,170,29750,2868.92,3694.74,9,Bake & Wrap,175,92,MATCH,26881.08,41.82%,8.05,7546.34,5.29%,Amazon,Jan-25
Jan-24,Blinkit,South,BEC-TIS-002,BEC-TIS-002,189,34020,2140.01,3704.39,8,Tissues,180,95,MATCH,31879.99,43.68%,9.18,10220.6,4.23%,Blinkit,Jan-24
May-25,Amazon ,North,BEC-GB-002,BEC-GB-002,422,75538,16140.41,3710.38,8,Garbage Bags,179,86,MATCH,59397.59,38.90%,20.36,19395.21,1.90%,Amazon,May-25
Jul-24,D2C,North,BEC-CLN-004,BEC-CLN-004,149,14751,2024.41,3710.74,22,Cleaners,99,44,MATCH,12726.59,48.49%,3.98,2459.85,14.77%,D2C,Jul-24
Jul-24,D2C,West,BEC-CLN-004,BEC-CLN-004,198,19602,2032.25,3714.39,27,Cleaners,99,44,MATCH,17569.75,50.41%,5.28,5143.36,13.64%,D2C,Jul-24
Dec-24,D2C,West,BEC-GB-002,BEC-GB-002,149,26671,1226.67,3715.42,19,Garbage Bags,179,86,MATCH,25444.33,49.64%,7.18,8914.91,12.75%,D2C,Dec-24
Jun-24,Swiggy Instamart,South,BEC-CLN-001,BEC-CLN-001,115,22885,4416.16,3716.28,6,Cleaners,199,96,MATCH,18468.84,40.22%,6.16,3712.56,5.22%,Swiggy Instamart,Jun-24
Dec-24,D2C,West,BEC-KT-001,BEC-KT-001,180,28800,2591.27,3719.9,25,Kitchen Towel,160,78,MATCH,26208.73,46.43%,7.74,8448.83,13.89%,D2C,Dec-24
Jul-24,Blinkit,West,BEC-TIS-002,BEC-TIS-002,223,40140,6307.93,3720.95,4,Tissues,180,95,MATCH,33832.07,37.38%,10.79,8926.12,1.79%,Blinkit,Jul-24
Dec-24,Zepto,West,BEC-BW-002,BEC-BW-002,190,33250,5762.7,3721.77,10,Bake & Wrap,175,92,MATCH,27487.3,36.41%,8.93,6285.53,5.26%,Zepto,Dec-24
Oct-24,D2C,South,BEC-KT-002,BEC-KT-002,78,32760,4479.7,3724.74,9,Kitchen Towel,420,205,MATCH,28280.3,43.46%,8.80,8565.56,11.54%,D2C,Oct-24
Nov-24,Swiggy Instamart,North,BEC-KT-002,BEC-KT-002,96,40320,9350.3,3729.07,5,Kitchen Towel,420,205,MATCH,30969.7,36.45%,10.81,7560.63,5.21%,Swiggy Instamart,Nov-24
Apr-24,Swiggy Instamart,South,BEC-CLN-002,BEC-CLN-002,132,24420,5324.95,3729.3,7,Cleaners,185,88,MATCH,19095.05,39.17%,6.55,3749.75,5.30%,Swiggy Instamart,Apr-24
Mar-24,Flipkart,South,BEC-CLN-004,BEC-CLN-004,219,21681,4859.94,3735.49,11,Cleaners,99,44,MATCH,16821.06,42.71%,5.80,3449.57,5.02%,Flipkart,Mar-24
Oct-24,Amazon,North,BEC-GB-002,BEC-GB-002,190,34010,3618.53,3739.67,10,Garbage Bags,179,86,MATCH,30391.47,46.23%,9.09,10311.8,5.26%,Amazon,Oct-24
Feb-25, Zepto,South,BEC-KT-001,BEC-KT-001,222,35520,3486.64,3742.08,12,Kitchen Towel,160,78,MATCH,32033.36,45.94%,9.49,10975.28,5.41%,Zepto,Feb-25
Jan-25,D2C,North,BEC-TIS-002,BEC-TIS-002,201,36180,4209.13,3742.36,34,Tissues,180,95,MATCH,31970.87,40.27%,9.67,9133.51,16.92%,D2C,Feb-25
Mar-24,Flipkart,West,BEC-GB-001,BEC-GB-001,210,31290,5059.94,3744.52,12,Garbage Bags,149,70,MATCH,26230.06,43.96%,8.36,7785.54,5.71%,Flipkart,Mar-24
Nov-24,Flipkart,North,BEC-KT-002,BEC-KT-002,116,48720,14039.16,3746.3,5,Kitchen Towel,420,205,MATCH,34680.84,31.43%,13.00,7154.54,4.31%,Flipkart,Nov-24
Apr-25,Zepto,West,BEC-TIS-001,BEC-TIS-001,488,46360,3860.92,3747.65,15,Tissues,95,42,MATCH,42499.08,51.77%,12.37,18255.43,3.07%,Zepto,Apr-25
Oct-24,Blinkit,South,  BEC-TIS-002,BEC-TIS-002,170,30600,2414.45,3749.05,4,Tissues,180,95,MATCH,28185.55,42.70%,8.16,8286.5,2.35%,Blinkit,Oct-24
Oct-24,D2C,West,BEC-TIS-002,BEC-TIS-002,179,32220,4558.29,3749.13,22,Tissues,180,95,MATCH,27661.71,38.53%,8.59,6907.58,12.29%,D2C,Oct-24
Jul-24,Amazon,South,BEC-TIS-002,BEC-TIS-002,273,49140,9666.86,3751.64,14,Tissues,180,95,MATCH,39473.14,34.30%,13.10,9786.5,5.13%,Amazon,Jul-24
Apr-25,Flipkart,South,  BEC-KT-002,BEC-KT-002,165,69300,17519.85,3752.91,8,Kitchen Towel,420,205,MATCH,51780.15,34.68%,18.47,14202.24,4.85%,Flipkart,Apr-25
Mar-25,Flipkart,North,BEC-BW-001,BEC-BW-001,131,28820,3169.67,3756.36,5,Bake & Wrap,220,118,MATCH,25650.33,39.74%,7.67,6435.97,3.82%,Flipkart,Mar-25
Aug-24, Zepto,West,BEC-BW-001,BEC-BW-001,152,33440,7864.24,3756.92,5,Bake & Wrap,220,118,MATCH,25575.76,29.87%,8.90,3882.84,3.29%,Zepto,Aug-24
May-25,Amazon,South,BEC-TIS-001,BEC-TIS-001,379,36005,8339.87,3757.22,11,Tissues,95,42,MATCH,27665.13,42.46%,9.58,7989.91,2.90%,Amazon,May-25
May-24,Flipkart,North,BEC-KT-002,BEC-KT-002,125,52500,5609.99,3758.58,7,Kitchen Towel,420,205,MATCH,46890.01,45.35%,13.97,17506.43,5.60%,Flipkart,May-24
Dec-24,Amazon ,West,BEC-OTH-001,BEC-OTH-001,216,32184,5882.33,3766.73,4,Others,149,72,MATCH,26301.67,40.87%,8.54,6982.94,1.85%,Amazon,Dec-24
Feb-24,Flipkart,West,BEC-CLN-004,BEC-CLN-004,263,26037,5385.4,3768.03,6,Cleaners,99,44,MATCH,20651.6,43.97%,6.91,5311.57,2.28%,Flipkart,Feb-24
Dec-24,Amazon,West,BEC-GB-001,BEC-GB-001,431,64219,9990.12,3772.26,24,Garbage Bags,149,70,MATCH,54228.88,44.37%,17.02,20286.62,5.57%,Amazon,Dec-24
Jan-25,Blinkit,North,BEC-GB-001,BEC-GB-001,322,47978,4660.92,3778.68,8,Garbage Bags,149,70,MATCH,43317.08,47.97%,12.70,16998.4,2.48%,Blinkit,Jan-25
Jun-24,Amazon,South,BEC-BW-001,BEC-BW-001,128,28160,1823.91,3779.28,3,Bake & Wrap,220,118,MATCH,26336.09,42.65%,7.45,7452.81,2.34%,Amazon,Jun-24
Jun-25,D2C,West,BEC-TIS-002,BEC-TIS-002,188,33840,3207.7,3782.06,24,Tissues,180,95,MATCH,30632.3,41.70%,8.95,8990.24,12.77%,D2C,Jun-25
Nov-24,Swiggy Instamart,West,BEC-KT-002,BEC-KT-002,130,54600,10648.65,3786.77,3,Kitchen Towel,420,205,MATCH,43951.35,39.36%,14.42,13514.58,2.31%,Swiggy Instamart,Nov-24
Jun-24,Zepto,South,BEC-CLN-004,BEC-CLN-004,210,20790,4808.28,3787.99,10,Cleaners,99,44,MATCH,15981.72,42.18%,5.49,2953.73,4.76%,Zepto,Jun-24
Jul-24,Blinkit,South,BEC-TIS-002,BEC-TIS-002,177,31860,6497.82,3792.28,3,Tissues,180,95,MATCH,25362.18,33.70%,8.40,4754.9,1.69%,Blinkit,Jul-24
Mar-24,Swiggy Instamart,South,BEC-KT-002,BEC-KT-002,83,34860,8373.35,3793.56,1,Kitchen Towel,420,205,MATCH,26486.65,35.76%,9.19,5678.09,1.20%,Swiggy Instamart,Mar-24
Mar-25,Flipkart,West,BEC-KT-001,BEC-KT-001,184,29440,2745.48,3796.08,8,Kitchen Towel,160,78,MATCH,26694.52,46.24%,7.76,8546.44,4.35%,Flipkart,Mar-25
Apr-24,Blinkit,North,BEC-TIS-002,BEC-TIS-002,359,64620,7435.77,3798.43,20,Tissues,180,95,MATCH,57184.23,40.36%,17.01,19280.8,5.57%,Blinkit,Apr-24
Feb-25, Zepto,West,  BEC-KT-001,BEC-KT-001,296,47360,4282.68,3801.19,7,Kitchen Towel,160,78,MATCH,43077.32,46.40%,12.46,16188.13,2.36%,Zepto,Feb-25
Sep-24,Blinkit,West,BEC-GB-002,BEC-GB-002,262,46898,2822.51,3803.66,12,Garbage Bags,179,86,MATCH,44075.49,48.88%,12.33,17739.83,4.58%,Blinkit,Sep-24
Mar-25,Blinkit,West,BEC-GB-001,BEC-GB-001,328,48872,13549.43,3809.41,17,Garbage Bags,149,70,MATCH,35322.57,35.00%,12.83,8553.16,5.18%,Blinkit,Mar-25
Oct-24,Amazon,West,BEC-TIS-002,BEC-TIS-002,392,70560,18974.55,3811.16,13,Tissues,180,95,MATCH,51585.45,27.81%,18.51,10534.29,3.32%,Amazon,Oct-24
May-24, Zepto,West,BEC-KT-001,BEC-KT-001,257,41120,2148.1,3811.78,13,Kitchen Towel,160,78,MATCH,38971.9,48.56%,10.79,15114.12,5.06%,Zepto,May-24
Sep-24,Zepto,South,BEC-CLN-004,BEC-CLN-004,189,18711,0,3814.51,5,Cleaners,99,44,MATCH,18711,55.56%,4.91,6580.49,2.65%,Zepto,Sep-24
Feb-24,Blinkit,South,BEC-TIS-002,BEC-TIS-002,296,53280,6979.05,3822.04,9,Tissues,180,95,MATCH,46300.95,39.27%,13.94,14358.91,3.04%,Blinkit,Feb-24
Sep-24,Blinkit,North,BEC-TIS-002,BEC-TIS-002,261,46980,7308.07,3822.21,5,Tissues,180,95,MATCH,39671.93,37.50%,12.29,11054.72,1.92%,Blinkit,Sep-24
Sep-24,Amazon,West,BEC-KT-001,BEC-KT-001,358,"57,280",10741.62,3823.2,8,Kitchen Towel,160,78,MATCH,46538.38,40.00%,14.98,14791.18,2.23%,Amazon,Sep-24
Mar-24,Swiggy Instamart,West,BEC-CMB-001,BEC-CMB-001,43,30057,3523.69,3826.15,1,Others,699,330,MATCH,26533.31,46.52%,7.86,8517.16,2.33%,Swiggy Instamart,Mar-24
Jan-24,Blinkit,West,BEC-KT-002,BEC-KT-002,210,88200,16964.88,3829.54,10,Kitchen Towel,420,205,MATCH,71235.12,39.57%,23.03,24355.58,4.76%,Blinkit,Jan-24
Feb-25, Zepto,South,BEC-KT-002,BEC-KT-002,204,85680,19791.35,3830.31,10,Kitchen Towel,420,205,MATCH,65888.65,36.53%,22.37,20238.34,4.90%,Zepto,Feb-25
Jan-24,Amazon,North,BEC-GB-002,BEC-GB-002,247,44213,3554.97,3830.47,5,Garbage Bags,179,86,MATCH,40658.03,47.75%,11.54,15585.56,2.02%,Amazon,Jan-24
Apr-25,Swiggy Instamart,North,BEC-GB-001,BEC-GB-001,197,29353,3448.52,3834.12,11,Garbage Bags,149,70,MATCH,25904.48,46.77%,7.66,8280.36,5.58%,Swiggy Instamart,Apr-25
Apr-25,D2C,South,BEC-CLN-004,BEC-CLN-004,185,18315,2420.43,3834.7,29,Cleaners,99,44,MATCH,15894.57,48.79%,4.78,3919.87,15.68%,D2C,Apr-25
Mar-24,Swiggy Instamart,North,BEC-CLN-004,BEC-CLN-004,233,23067,2905.87,3835.26,5,Cleaners,99,44,MATCH,20161.13,49.15%,6.01,6073.87,2.15%,Swiggy Instamart,Mar-24
Nov-24,Amazon,West,BEC-KT-001,BEC-KT-001,396,63360,5742.55,3836.41,15,Kitchen Towel,160,78,MATCH,57617.45,46.39%,16.52,22893.04,3.79%,Amazon,Nov-24
Nov-24, Zepto,West,BEC-TIS-002,BEC-TIS-002,288,51840,3089.57,3838.34,16,Tissues,180,95,MATCH,48750.43,43.88%,13.51,17552.09,5.56%,Zepto,Nov-24
Jan-24,Blinkit,North,BEC-BW-001,BEC-BW-001,140,30800,3321.65,3840.66,5,Bake & Wrap,220,118,MATCH,27478.35,39.88%,8.02,7117.69,3.57%,Blinkit,Jan-24
Dec-24,Blinkit,West,BEC-CMB-001,BEC-CMB-001,49,34251,5935.44,3843.12,2,Others,699,330,MATCH,28315.56,42.89%,8.91,8302.44,4.08%,Blinkit,Dec-24
May-25,Zepto,South,BEC-GB-001,BEC-GB-001,202,30098,3930.35,3843.38,6,Garbage Bags,149,70,MATCH,26167.65,45.96%,7.83,8184.27,2.97%,Zepto,May-25
Nov-24,Flipkart,South,BEC-CLN-004,BEC-CLN-004,195,19305,4801.52,3849.35,11,Cleaners,99,44,MATCH,14503.48,40.84%,5.02,2074.13,5.64%,Flipkart,Nov-24
Oct-24,Amazon,West,BEC-TIS-001,BEC-TIS-001,441,41895,7464.3,3850.71,20,Tissues,95,42,MATCH,34430.7,46.20%,10.88,12057.99,4.54%,Amazon,Oct-24
May-25, Zepto,South,BEC-TIS-002,BEC-TIS-002,241,43380,11034.17,3852.74,14,Tissues,180,95,MATCH,32345.83,29.22%,11.26,5598.09,5.81%,Zepto,May-25
Sep-24,Flipkart,South,BEC-CLN-004,BEC-CLN-004,168,16632,1416.74,3853.68,3,Cleaners,99,44,MATCH,15215.26,51.42%,4.32,3969.58,1.79%,Flipkart,Sep-24
Dec-24,Blinkit,North,BEC-KT-001,BEC-KT-001,189,30240,4164,3856.18,6,Kitchen Towel,160,78,MATCH,26076,43.47%,7.84,7477.82,3.17%,Blinkit,Dec-24
Sep-24,Zepto,South,BEC-KT-002,BEC-KT-002,126,52920,8320.82,3857.77,2,Kitchen Towel,420,205,MATCH,44599.18,42.08%,13.72,14911.41,1.59%,Zepto,Sep-24
May-25,D2C,North,BEC-GB-002,BEC-GB-002,179,32041,1373.76,3859.43,19,Garbage Bags,179,86,MATCH,30667.24,49.80%,8.30,11413.81,10.61%,D2C,May-25
Feb-24, Zepto,South,BEC-TIS-002,BEC-TIS-002,171,30780,2988.08,3866.75,3,Tissues,180,95,MATCH,27791.92,41.55%,7.96,7680.17,1.75%,Zepto,Feb-24
Feb-24,Blinkit,West,BEC-GB-001,BEC-GB-001,226,33674,1707.1,3870.03,9,Garbage Bags,149,70,MATCH,31966.9,50.51%,8.70,12276.87,3.98%,Blinkit,Feb-24
Dec-24,Flipkart,North,BEC-TIS-002,BEC-TIS-002,246,44280,9981.97,3873.52,14,Tissues,180,95,MATCH,34298.03,31.86%,11.43,7054.51,5.69%,Flipkart,Dec-24
Jun-25,Amazon ,West,BEC-CMB-001,BEC-CMB-001,102,71298,4276.66,3878.49,4,Others,699,330,MATCH,67021.34,49.78%,18.38,29482.85,3.92%,Amazon,Jun-25
Jun-25,Amazon ,West,BEC-CLN-099,BEC-CLN-099,102,71298,4276.66,3878.49,4,NOT FOUND,Not Found,NOT FOUND,NOT FOUND,67021.34,0.00%,18.38,0,3.92%,Amazon,Jun-25
May-25,D2C,West,BEC-TIS-002,BEC-TIS-002,217,39060,5571.16,3879.49,36,Tissues,180,95,MATCH,33488.84,38.44%,10.07,8994.35,16.59%,D2C,May-25
Jun-25,D2C,North,BEC-TIS-002,BEC-TIS-002,235,42300,5750.75,3881.07,21,Tissues,180,95,MATCH,36549.25,38.92%,10.90,10343.18,8.94%,D2C,Jun-25
Jun-24,Flipkart,West,BEC-GB-001,BEC-GB-001,257,38293,6730.2,3883.81,9,Garbage Bags,149,70,MATCH,31562.8,43.00%,9.86,9688.99,3.50%,Flipkart,Jun-24
Mar-25,D2C,North,BEC-GB-002,BEC-GB-002,227,40633,3328.26,3885.95,33,Garbage Bags,179,86,MATCH,37304.74,47.67%,10.46,13896.79,14.54%,D2C,Mar-25
Jan-25,Blinkit,West,BEC-KT-001,BEC-KT-001,305,48800,11925.77,3886.42,8,Kitchen Towel,160,78,MATCH,36874.23,35.48%,12.56,9197.81,2.62%,Blinkit,Jan-25
Feb-25,Flipkart,South,BEC-TIS-002,BEC-TIS-002,168,30240,3197.43,3887.89,6,Tissues,180,95,MATCH,27042.57,40.98%,7.78,7194.68,3.57%,Flipkart,Feb-25
Feb-25,Blinkit,West,BEC-GB-002,BEC-GB-002,257,46003,4765.45,3892.66,13,Garbage Bags,179,86,MATCH,41237.55,46.40%,11.82,15242.89,5.06%,Blinkit,Feb-25
Jun-25,Swiggy Instamart,South,BEC-CLN-004,BEC-CLN-004,195,19305,3598.3,3897.33,4,Cleaners,99,44,MATCH,15706.7,45.37%,4.95,3229.37,2.05%,Swiggy Instamart,Jun-25
Jan-25,Blinkit,West,BEC-BW-001,BEC-BW-001,149,32780,6525.57,3897.52,8,Bake & Wrap,220,118,MATCH,26254.43,33.03%,8.41,4774.91,5.37%,Blinkit,Jan-25
Jan-25,Amazon,South,  BEC-GB-001,BEC-GB-001,342,50958,13289.49,3899.45,14,Garbage Bags,149,70,MATCH,37668.51,36.45%,13.07,9829.06,4.09%,Amazon,Jan-25
Apr-25,Amazon,South,BEC-GB-002,BEC-GB-002,306,54774,12372.66,3900.71,6,Garbage Bags,179,86,MATCH,42401.34,37.94%,14.04,12184.63,1.96%,Amazon,Apr-25
Oct-24,Amazon,West,BEC-CMB-001,BEC-CMB-001,64,44736,5569.03,3906.23,1,Others,699,330,MATCH,39166.97,46.08%,11.45,14140.74,1.56%,Amazon,Oct-24
Oct-24,Amazon ,North,BEC-TIS-002,BEC-TIS-002,298,53640,9667.81,3909.29,16,Tissues,180,95,MATCH,43972.19,35.62%,13.72,11752.9,5.37%,Amazon,Oct-24
Mar-24,Flipkart,North,BEC-TIS-002,BEC-TIS-002,197,35460,6465.98,3910.76,10,Tissues,180,95,MATCH,28994.02,35.45%,9.07,6368.26,5.08%,Flipkart,Mar-24
Jul-24,Blinkit,South,BEC-KT-002,BEC-KT-002,169,70980,10927.22,3915.69,8,Kitchen Towel,420,205,MATCH,60052.78,42.31%,18.13,21492.09,4.73%,Blinkit,Jul-24
Jun-25,Amazon,South,BEC-GB-001,BEC-GB-001,284,42316,3513.62,3918.39,15,Garbage Bags,149,70,MATCH,38802.38,48.77%,10.80,15003.99,5.28%,Amazon,Jun-25
Jun-25,Swiggy Instamart,North,BEC-KT-002,BEC-KT-002,142,59640,15384.84,3918.95,7,Kitchen Towel,420,205,MATCH,44255.16,34.22%,15.22,11226.21,4.93%,Swiggy Instamart,Jun-25
Apr-25,Zepto,North,BEC-KT-001,BEC-KT-001,273,43680,2936.03,3919.75,14,Kitchen Towel,160,78,MATCH,40743.97,47.74%,11.14,15530.22,5.13%,Zepto,Apr-25
Jun-25,D2C,South,BEC-TIS-002,BEC-TIS-002,156,28080,1473.72,3920.63,22,Tissues,180,95,MATCH,26606.28,44.30%,7.16,7865.65,14.10%,D2C,Jun-25
Mar-25,Swiggy Instamart,South,BEC-KT-002,BEC-KT-002,151,63420,16206.7,3920.88,5,Kitchen Towel,420,205,MATCH,47213.3,34.44%,16.17,12337.42,3.31%,Swiggy Instamart,Mar-25
Mar-24,Blinkit,West,BEC-KT-001,BEC-KT-001,381,60960,14362.95,3922.28,13,Kitchen Towel,160,78,MATCH,46597.05,36.22%,15.54,12956.77,3.41%,Blinkit,Mar-24
Jul-24,Blinkit,West,BEC-GB-002,BEC-GB-002,213,38127,5177.75,3925.1,11,Garbage Bags,179,86,MATCH,32949.25,44.41%,9.71,10706.15,5.16%,Blinkit,Jul-24
Dec-24,D2C,West,BEC-CLN-004,BEC-CLN-004,216,21384,2412.87,3926.73,29,Cleaners,99,44,MATCH,18971.13,49.90%,5.45,5540.4,13.43%,D2C,Dec-24
Jan-25,Swiggy Instamart,South,BEC-CLN-001,BEC-CLN-001,124,24676,6863.32,3928.28,6,Cleaners,199,96,MATCH,17812.68,33.17%,6.28,1980.4,4.84%,Swiggy Instamart,Jan-25
Jan-25,Flipkart,North,BEC-TIS-002,BEC-TIS-002,262,47160,3604.59,3931.57,9,Tissues,180,95,MATCH,43555.41,42.85%,12.00,14733.84,3.44%,Flipkart,Jan-25
Jan-24,Blinkit,North,BEC-CMB-001,BEC-CMB-001,52,36348,8296.65,3931.58,1,Others,699,330,MATCH,28051.35,38.83%,9.25,6959.77,1.92%,Blinkit,Jan-24
Apr-25, Zepto,West,BEC-GB-001,BEC-GB-001,330,49170,9663.22,3933,9,Garbage Bags,149,70,MATCH,39506.78,41.53%,12.50,12473.78,2.73%,Zepto,Apr-25
Mar-25,Amazon,South,BEC-TIS-001,BEC-TIS-001,363,34485,1752.26,3936.84,10,Tissues,95,42,MATCH,32732.74,53.42%,8.76,13549.9,2.75%,Amazon,Mar-25
Jan-25,Blinkit,North,BEC-GB-002,BEC-GB-002,259,46361,4553.01,3938.32,7,Garbage Bags,179,86,MATCH,41807.99,46.72%,11.77,15595.67,2.70%,Blinkit,Jan-25
Aug-24,Swiggy Instamart,North,BEC-CLN-001,BEC-CLN-001,117,23283,3923.67,3944.07,2,Cleaners,199,96,MATCH,19359.33,41.98%,5.90,4183.26,1.71%,Swiggy Instamart,Aug-24
Dec-24,Amazon,South,BEC-TIS-002,BEC-TIS-002,291,52380,12983.91,3948.48,16,Tissues,180,95,MATCH,39396.09,29.83%,13.27,7802.61,5.50%,Amazon,Dec-24
Dec-24,Swiggy Instamart,North,BEC-CLN-004,BEC-CLN-004,196,19404,4490.85,3948.57,8,Cleaners,99,44,MATCH,14913.15,42.17%,4.91,2340.58,4.08%,Swiggy Instamart,Dec-24
Apr-25,Zepto,West,BEC-TIS-002,BEC-TIS-002,299,53820,14564.54,3952.9,7,Tissues,180,95,MATCH,39255.46,27.64%,13.62,6897.56,2.34%,Zepto,Apr-25
Apr-24,Swiggy Instamart,South,BEC-KT-002,BEC-KT-002,102,42840,6178.39,3954.49,2,Kitchen Towel,420,205,MATCH,36661.61,42.96%,10.83,11797.12,1.96%,Swiggy Instamart,Apr-24
Jan-24,Blinkit,North,BEC-KT-001,BEC-KT-001,241,38560,4152.3,3956.65,9,Kitchen Towel,160,78,MATCH,34407.7,45.37%,9.75,11653.05,3.73%,Blinkit,Jan-24
Feb-25,D2C,North,BEC-GB-001,BEC-GB-001,220,32780,699.02,3968.49,24,Garbage Bags,149,70,MATCH,32080.98,52.00%,8.26,12712.49,10.91%,D2C,Feb-25
May-24,Blinkit,North,BEC-TIS-002,BEC-TIS-002,306,55080,13846.52,3970.3,9,Tissues,180,95,MATCH,41233.48,29.50%,13.87,8193.18,2.94%,Blinkit,May-24
Jan-24,Zepto,South,BEC-CLN-004,BEC-CLN-004,219,21681,6463.37,3974.42,6,Cleaners,99,44,MATCH,15217.63,36.68%,5.46,1607.21,2.74%,Zepto,Jan-24
Apr-24,Blinkit,North,BEC-BW-002,BEC-BW-002,173,30275,3010.77,3975.49,8,Bake & Wrap,175,92,MATCH,27264.23,41.62%,7.62,7372.74,4.62%,Blinkit,Apr-24
May-24,D2C,West,BEC-GB-001,BEC-GB-001,250,37250,2405.78,3976.8,33,Garbage Bags,149,70,MATCH,34844.22,49.78%,9.37,13367.42,13.20%,D2C,May-24
Jan-24,D2C,West,BEC-KT-001,BEC-KT-001,219,35040,4584.69,3977.7,34,Kitchen Towel,160,78,MATCH,30455.31,43.91%,8.81,9395.61,15.53%,D2C,Jan-24
Aug-24,D2C,North,BEC-KT-002,BEC-KT-002,130,54600,7416.35,3979.32,12,Kitchen Towel,420,205,MATCH,47183.65,43.52%,13.72,16554.33,9.23%,D2C,Aug-24
Jul-24,Flipkart,North,BEC-CLN-004,BEC-CLN-004,217,21483,1699.44,3982.53,9,Cleaners,99,44,MATCH,19783.56,51.74%,5.39,6253.03,4.15%,Flipkart,Jul-24
Jul-24,Amazon,North,BEC-TIS-002,BEC-TIS-002,265,47700,3558.49,3983.64,12,Tissues,180,95,MATCH,44141.51,42.97%,11.97,14982.87,4.53%,Amazon,Jul-24
